canonical_smiles,standard_value
[H]OC(=O)[C@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])n2c(=O)c3c([H])c([H])c([H])c([H])c3n(C([H])([H])c3c([H])c([H])c([H])c(C(F)(F)F)c3C#N)c2=O)C([H])([H])C1([H])[H],1.0
[H]c1c([H])c(C([H])([H])N([H])C([H])([H])[H])c([H])c([H])c1-c1c2c3c(c([H])c(F)c([H])c3n1[H])C(=O)N([H])C([H])([H])C2([H])[H],1.0
[H]c1sc2c(c1[H])c1c([H])c([H])c([H])c([H])c1c(=O)n2[H],1.0
[H]c1c([H])c([H])c2c(c1[H])c(=O)n([H])c1c([H])c([H])c(N([H])C(=O)C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c21,0.0
[H]c1c([H])c([H])c2c(c1[H])c(=O)n([H])c1c([H])c([H])c([H])c([H])c21,1.0
[H]O[C@]1([H])C([H])(C(=O)N2C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])c3c([H])c([H])c([H])c4c3C([H])([H])N([H])C4=O)C([H])([H])C2([H])[H])OC([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]1([H])O[H],1.0
[H]c1nc(SC([H])([H])C([H])([H])C(=O)N([H])[C@]2([H])C([H])([H])C([H])([H])[C@@]([H])(c3nnc(-c4c([H])c([H])c([H])c([H])c4[H])o3)C([H])([H])C2([H])[H])n([H])c(=O)c1[H],1.0
[H]c1c([H])c([H])c(-c2nnc([C@]3([H])C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])c4nc5c([H])c([H])c([H])c([H])c5c(=O)n4[H])C([H])([H])C3([H])[H])o2)c([H])c1[H],1.0
[H]c1c([H])c([H])c(-c2nnc([C@]3([H])C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])[C@]4([H])N(C([H])([H])c5nc6c([H])c([H])c([H])c([H])c6c(=O)n5[H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])o2)c([H])c1[H],1.0
[H]c1c([H])c([H])c(-c2nnc([C@]3([H])C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)[C@@]4([H])C([H])([H])N(C([H])([H])c5nc6c([H])c([H])c([H])c([H])c6c(=O)n5[H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])o2)c([H])c1[H],1.0
[H]c1c([H])c([H])c(-c2nnc([C@]3([H])C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])c4nc5c(c(=O)n4[H])C([H])([H])C([H])([H])C([H])([H])N5[H])C([H])([H])C3([H])[H])o2)c([H])c1[H],1.0
[H]c1nc2nc(C([H])([H])C([H])([H])C(=O)N([H])[C@]3([H])C([H])([H])C([H])([H])[C@@]([H])(c4nnc(-c5c([H])c([H])c([H])c([H])c5[H])o4)C([H])([H])C3([H])[H])n([H])c(=O)c2c([H])c1[H],1.0
[H]c1c([H])c([H])c(-c2nnc([C@]3([H])C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])c4nc5c([H])c([H])c([H])c([H])c5c(=O)n4[H])C([H])([H])C3([H])[H])o2)c([H])c1[H],1.0
[H]c1c([H])c([H])c(N([H])C(=O)[C@]2([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])C([H])([H])c3nc4c([H])c([H])c([H])c([H])c4c(=O)n3[H])C([H])([H])C2([H])[H])c(OC([H])([H])[H])c1[H],0.0
[H]c1c([H])c([H])c(N([H])C(=O)[C@]2([H])C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])c3nc4c([H])c([H])c([H])c([H])c4c(=O)n3[H])C([H])([H])C2([H])[H])c(OC([H])([H])[H])c1[H],1.0
[H]c1c([H])c([H])c(-c2nnc(-c3c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])c4nc5c([H])c([H])c([H])c([H])c5c(=O)n4[H])c([H])c3[H])o2)c([H])c1[H],1.0
[H]c1c([H])c([H])c(-c2nc(-c3c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])c4nc5c([H])c([H])c([H])c([H])c5c(=O)n4[H])c([H])c3[H])c([H])n2[H])c([H])c1[H],1.0
[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])c2nc3c([H])c([H])c([H])c([H])c3c(=O)n2[H])c([H])c([H])c1-c1nc2c([H])c([H])c([H])c([H])c2o1,1.0
[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])c2nc3c([H])c([H])c([H])c([H])c3c(=O)n2[H])c([H])c([H])c1-c1nc2c([H])c([H])c([H])c([H])c2n1C([H])([H])[H],0.0
[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])c2nc3c([H])c([H])c([H])c([H])c3c(=O)n2[H])c([H])c([H])c1-c1nn(C([H])([H])[H])c2c([H])c([H])c([H])c([H])c12,1.0
[H]c1c([H])c([H])c(N(C(=O)c2c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])c3nc4c([H])c([H])c([H])c([H])c4c(=O)n3[H])c([H])c2[H])C([H])([H])[H])c(OC([H])([H])[H])c1[H],1.0
[H]c1c([H])c([H])c(N([H])C(=O)c2c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])c3nc4c([H])c([H])c([H])c([H])c4c(=O)n3[H])c([H])c2C([H])([H])[H])c(OC([H])([H])[H])c1[H],1.0
[H]c1c([H])c(OC([H])([H])[H])c(N([H])C(=O)c2c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])c3nc4c([H])c([H])c([H])c([H])c4c(=O)n3[H])c([H])c2[H])c(C([H])([H])[H])c1[H],0.0
[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])N([H])c2c([H])c(C([H])([H])[H])nn3c([H])nnc23)c([H])c1[H],1.0
[H]c1c([H])c([H])c2c(sc3c(=O)n([H])c4c([H])c([H])c([H])c([H])c4c32)c1[H],1.0
